"Axis-limits","x","obs","calc","bkg","diff","zero","Bi","Li2Te","LiBi","tick-pos","diff/sigma"
" ",50.23382323,1234.0,1216.5306958797678,1111.8722173610527,-244.73069587976778," "," "," "," "," ",0.49729950545429225
" ",50.260083789999996,1264.0,1214.2661797142932,1110.2060655977689,-212.46617971429322," "," "," "," "," ",1.3988729737436203
" ",50.28634436,1197.0,1212.1448918319766,1108.54536893377,-277.34489183197655," "," "," "," "," ",-0.4377428870962871
" ",50.312604920000005,1230.0,1210.17056330417,1106.890240198655,-242.37056330416993," "," "," "," "," ",0.5654026236062858
" ",50.33886548,1297.0,1208.3473313349202,1105.2407896628972,-173.54733133492022," "," "," "," "," ",2.4616246262644297
" ",50.36512605,1277.0,1206.680774999767,1103.5971269281426,-191.88077499976697," "," "," "," "," ",1.967789433694714
" ",50.391386620000006,1294.0,1205.1772027040088,1101.959362156219,-173.37720270400877," "," "," "," "," ",2.469205946111881
" ",50.41764718,1328.0,1203.844239622125,1100.327604789756,-138.04423962212508," "," "," "," "," ",3.40696631993074
" ",50.44390774000001,1277.0,1202.6906792270145,1098.7019622998903,-187.89067922701446," "," "," "," "," ",2.0794469256683
" ",50.47016831,1209.0,1201.7266988062254,1097.08254142473,-254.92669880622537," "," "," "," "," ",0.2091791653574825
" ",50.49642888,1263.0,1200.9634539258732,1095.4694493800234,-200.16345392587317," "," "," "," "," ",1.745604844084717
" ",50.52268944,1229.0,1200.4139825530276,1093.862792598053,-233.6139825530276," "," "," "," "," ",0.8154131604903153
" ",50.54895001,1202.0,1200.092286486979,1092.2626748875336,-260.292286486979," "," "," "," "," ",0.055025109784685916
" ",50.575210569999996,1292.0,1200.014172607987,1090.6692016947322,-170.21417260798688," "," "," "," "," ",2.559114139442718
" ",50.60147113,1227.0,1200.1968429468127,1089.082475816833,-235.39684294681268," "," "," "," "," ",0.765180100272101
" ",50.627731700000005,1187.0,1200.659123414697,1087.5025992264625,-275.85912341469697," "," "," "," "," ",-0.39645826314411636
" ",50.65399226,1219.0,1201.420075000681,1085.9296748501463,-244.62007500068097," "," "," "," "," ",0.5035181836090905
" ",50.68025283,1195.0,1202.5006735428533,1084.3638023489684,-269.7006735428533," "," "," "," "," ",-0.2169783046633329
" ",50.706513400000006,1220.0,1203.9213724331912,1082.80508230347,-246.1213724331912," "," "," "," "," ",0.46032977332173836
" ",50.73277396,1264.0,1205.702592398876,1081.2536143901737,-203.90259239887604," "," "," "," "," ",1.6397426834303621
" ",50.75903451999999,1236.0,1207.862975224954,1079.7094961938997,-234.06297522495396," "," "," "," "," ",0.8003296994517027
" ",50.78529509,1278.0,1210.4178747571113,1078.172824389445,-194.61787475711134," "," "," "," "," ",1.8904553147086354
" ",50.81155566,1284.0,1213.3780765269182,1076.6436958898555,-191.5780765269182," "," "," "," "," ",1.9708656796759545
" ",50.83781622000001,1239.0,1216.7439777623845,1075.1222066480882,-239.94397776238446," "," "," "," "," ",0.6322835617806425
" ",50.86407678,1202.0,1220.5066984602179,1073.6084504933258,-280.70669846021786," "," "," "," "," ",-0.5337977152098479
" ",50.89033735,1224.0,1224.6399825148303,1072.1025202912763,-262.8399825148303," "," "," "," "," ",-0.018292682827863865
" ",50.91659791,1239.0,1229.0980204471487,1070.6045096382366,-252.29802044714864," "," "," "," "," ",0.2813107766298997
" ",50.942858480000005,1243.0,1233.809604502913,1069.114508841584,-253.00960450291308," "," "," "," "," ",0.2606745535172294
" ",50.969119039999995,1199.0,1238.6751079242158,1067.6326094704627,-301.8751079242158," "," "," "," "," ",-1.1457992406415838
" ",50.99537961,1234.0,1243.5604113960603,1066.1588998043176,-271.7604113960603," "," "," "," "," ",-0.2721566827435355
" ",51.021640180000006,1186.0,1248.3029075373688,1064.6934687784433,-324.5029075373688," "," "," "," "," ",-1.8091141337565442
" ",51.047900739999996,1231.0,1252.710496239082,1063.236404264762,-283.91049623908197," "," "," "," "," ",-0.6187863411547347
" ",51.07416129999999,1229.0,1256.5741795904028,1061.787791959548,-289.77417959040275," "," "," "," "," ",-0.7865505913668024
" ",51.10042187,1135.0,1259.680122342705,1060.347716497536,-386.8801223427051," "," "," "," "," ",-3.700831310222269
" ",51.12668244,1206.0,1261.8276965590373,1058.9162625275965,-318.02769655903734," "," "," "," "," ",-1.607592797509656
" ",51.15294299999999,1162.0,1262.8465633355852,1057.4935135881722,-363.0465633355852," "," "," "," "," ",-2.9584078082680234
" ",51.17920356,1265.0,1262.6147769629456,1056.0795510223102,-259.8147769629456," "," "," "," "," ",0.06706311753252854
" ",51.20546413,1212.0,1261.0667514895604,1054.6744550670546,-311.26675148956036," "," "," "," "," ",-1.4094056260338326
" ",51.23172469,1218.0,1258.2000999184436,1053.2783064328012,-302.4000999184436," "," "," "," "," ",-1.1518700468727876
" ",51.25798526,1220.0,1254.0715924532146,1051.891182555863,-296.2715924532146," "," "," "," "," ",-0.9754668652861809
" ",51.284245819999995,1199.0,1248.7889422505286,1050.513161841187,-311.9889422505286," "," "," "," "," ",-1.4378822190470688
" ",51.31050639,1168.0,1242.502802896191,1049.1443194266117,-336.70280289619103," "," "," "," "," ",-2.179973378879634
" ",51.336766960000006,1271.0,1235.3890906543377,1047.7847308548073,-226.58909065433767," "," "," "," "," ",0.9988730314355443
" ",51.363027519999996,1173.0,1227.6393640046915,1046.4344704734137,-316.8393640046915," "," "," "," "," ",-1.5953523785711174
" ",51.38928808,1213.0,1219.4466535680174,1045.093610407616,-268.64665356801737," "," "," "," "," ",-0.18509893772759625
" ",51.41554865,1164.0,1210.9946697651671,1043.7622215970682,-309.19466976516713," "," "," "," "," ",-1.3774381740076176
" ",51.441809219999996,1141.0,1202.4482742402358,1042.4403747900976,-323.6482742402358," "," "," "," "," ",-1.8191430929366903
" ",51.46806977999999,1168.0,1193.9508418028245,1041.1281395025553,-288.15084180282446," "," "," "," "," ",-0.7593290734108255
" ",51.49433034,1118.0,1185.615706518802,1039.8255830205019,-329.81570651880196," "," "," "," "," ",-2.0222120246831397
" ",51.52059091,1145.0,1177.5314081381473,1038.532771409529,-294.7314081381473," "," "," "," "," ",-0.9613911374256472
" ",51.546851479999994,1121.0,1169.7598171893912,1037.2497704800624,-310.95981718939123," "," "," "," "," ",-1.4563282145233036
" ",51.57311204,1148.0,1162.3412893315194,1035.9766447759116,-276.5412893315194," "," "," "," "," ",-0.4232697675557539
" ",51.59937261,1187.0,1155.2973751470288,1034.7134561287546,-230.49737514702878," "," "," "," "," ",0.9201738065266098
" ",51.62563317,1163.0,1148.6370413857567,1033.4602670345976,-247.83704138575666," "," "," "," "," ",0.42116672269073047
" ",51.65189374,1109.0,1142.3563116267449,1032.2171367982062,-295.55631162674484," "," "," "," "," ",-1.0016413488059048
" ",51.678154299999996,1150.0,1136.4452599173226,1030.9841253434122,-248.64525991732256," "," "," "," "," ",0.3997074775977407
" ",51.70441487,1130.0,1130.8876633194034,1029.76128941907,-263.08766331940336," "," "," "," "," ",-0.026406390872541728
" ",51.73067543,1181.0,1125.6645433091894,1028.548686348308,-206.8645433091894," "," "," "," "," ",1.6101952611039654
" ",51.756935999999996,1127.0,1120.7548757863108,1027.3463702967267,-255.95487578631077," "," "," "," "," ",0.1860283432951855
" ",51.78319655999999,1121.0,1116.1381090619604,1026.1543959598991,-257.33810906196044," "," "," "," "," ",0.1452119666794544
" ",51.80945713,1067.0,1111.7925705271498,1024.9728148944866,-306.9925705271498," "," "," "," "," ",-1.3712725287131722
" ",51.83571769,1146.0,1107.69830257085,1023.801679143336,-223.89830257085003," "," "," "," "," ",1.1314248399769435
" ",51.861978259999994,1077.0,1103.8356469916366,1022.6410376301686,-289.0356469916366," "," "," "," "," ",-0.817719248498831
" ",51.88823882,1114.0,1100.1864169066785,1021.4909397216061,-248.38641690667845," "," "," "," "," ",0.4138698055643512
" ",51.91449939,1078.0,1096.7334968996008,1020.3514316860826,-280.9334968996008," "," "," "," "," ",-0.5705707139452708
" ",51.94075995,1090.0,1093.4617535241232,1019.2225601922073,-265.6617535241232," "," "," "," "," ",-0.10485349101337349
" ",51.96702052,1139.0,1090.3564889822437,1018.1043688324562,-213.5564889822437," "," "," "," "," ",1.4413287611315284
" ",51.993281079999996,1089.0,1087.4049205358551,1016.9969015573096,-260.6049205358551," "," "," "," "," ",0.04833574133772345
" ",52.01954165,1127.0,1084.594995250004,1015.9001992642981,-219.7949952500041," "," "," "," "," ",1.2631506614031243
" ",52.045802210000005,1080.0,1081.9159016923045,1014.8143031673504,-264.1159016923045," "," "," "," "," ",-0.058299032734258356
" ",52.072062779999996,1119.0,1079.357692653246,1013.7392514517325,-222.55769265324597," "," "," "," "," ",1.1850696771370535
" ",52.09832334,1077.0,1076.9117744572022,1012.6750825780936,-262.1117744572022," "," "," "," "," ",0.002688354209513924
" ",52.12458391,1062.0,1074.5699702745474,1011.6218320037875,-274.76997027454735," "," "," "," "," ",-0.3857198583550896
" ",52.15084447,1082.0,1072.324893225852,1010.5795354211531,-252.52489322585205," "," "," "," "," ",0.2941319089423849
" ",52.177105039999994,1067.0,1070.1701290394258,1009.548225545658,-265.37012903942576," "," "," "," "," ",-0.09704981904544992
" ",52.2033656,1068.0,1068.0996536042749,1008.5279352879824,-262.29965360427485," "," "," "," "," ",-0.0030493507955783048
" ",52.22962617,1117.0,1066.1079478741228,1007.5186946094107,-211.30794787412282," "," "," "," "," ",1.5227316544528056
" ",52.25588673,1116.0,1064.1903911064683,1006.5205336273019,-210.39039110646826," "," "," "," "," ",1.5508800837515015
" ",52.2821473,1104.0,1062.3424241757828,1005.5334795381284,-220.54242417578274," "," "," "," "," ",1.2537457178139688
" ",52.308407859999996,1042.0,1060.5599970051328,1004.5575596559568,-280.7599970051328," "," "," "," "," ",-0.5749684829901092
" ",52.33466843,1058.0,1058.839593312257,1003.5927984034838,-263.03959331225695," "," "," "," "," ",-0.025812266232249952
" ",52.360928990000005,1083.0,1057.177876579623,1002.6392202831818,-236.37787657962298," "," "," "," "," ",0.7846531612397111
" ",52.387189559999996,1067.0,1055.5718580003213,1001.6968469366747,-250.7718580003213," "," "," "," "," ",0.349859295726152
" ",52.41345012,1056.0,1054.0187784833138,1000.7657000482319,-260.21877848331377," "," "," "," "," ",0.06096787689663888
" ",52.43971069,1056.0,1052.5163157946604,999.8457984727515,-258.7163157946604," "," "," "," "," ",0.10720296947569902
" ",52.46597125,1061.0,1051.0621111629432,998.9371610713558,-252.2621111629432," "," "," "," "," ",0.30509594948382207
" ",52.49223182,1129.0,1049.6542155673026,998.0398039082295,-182.85421556730256," "," "," "," "," ",2.3614398623803368
" ",52.51849238,1128.0,1048.2907394034742,997.1537430180656,-182.49073940347415," "," "," "," "," ",2.3733087144269724
" ",52.54475295,1107.0,1046.9700092713006,996.2789916719898,-202.17000927130056," "," "," "," "," ",1.8042406342434112
" ",52.57101351,1036.0,1045.6904664674366,995.4155630766473,-271.8904664674366," "," "," "," "," ",-0.30106814293258805
" ",52.59727408,1084.0,1044.4508304673286,994.5634677093982,-222.6508304673286," "," "," "," "," ",1.2012204878962387
" ",52.623534639999995,1118.0,1043.2497361723108,993.7227159488722,-187.4497361723108," "," "," "," "," ",2.2355882995699643
" ",52.64979521,1066.0,1042.0861134871006,992.8933154795883,-238.28611348710064," "," "," "," "," ",0.7324391793083066
" ",52.676055770000005,1061.0,1040.9589011421135,992.0752738538371,-242.1589011421135," "," "," "," "," ",0.6152673052596631
" ",52.702316339999996,1088.0,1039.867179978442,991.2685959658478,-214.06717997844197," "," "," "," "," ",1.459240448804838
" ",52.7285769,1087.0,1038.8100490760773,990.4732865448825,-214.01004907607734," "," "," "," "," ",1.4616443513855637
" ",52.754837470000005,1125.0,1037.7868756840335,989.689347699038,-174.98687568403346," "," "," "," "," ",2.600192967177698
" ",52.78109803,1112.0,1036.7968783653873,988.9167813394984,-186.99687836538732," "," "," "," "," ",2.2551917527526197
" ",52.8073586,1017.0,1035.8395172293258,988.1555867939915,-281.0395172293258," "," "," "," "," ",-0.5907575750475227
" ",52.83361916,1061.0,1034.914230747838,987.4057631621747,-236.114230747838," "," "," "," "," ",0.8008403664496304
" ",52.85987973,1018.0,1034.020584350364,986.6673069987734,-278.22058435036405," "," "," "," "," ",-0.502116470673834
" ",52.88614029,1090.0,1033.1581376815648,985.9402146000847,-205.35813768156476," "," "," "," "," ",1.72169036826475
" ",52.91240086,1036.0,1032.3266291959349,985.2244797567743,-258.52662919593485," "," "," "," "," ",0.1141260774183585
" ",52.938661419999995,1078.0,1031.5256993183903,984.520095971533,-215.72569931839024," "," "," "," "," ",1.41547918480603
" ",52.96492199,1043.0,1030.7551736298544,983.8270542814923,-249.95517362985441," "," "," "," "," ",0.37914948520695574
" ",52.991182550000005,1098.0,1030.0148730860165,983.1453454070797,-194.21487308601644," "," "," "," "," ",2.0516947315101652
" ",53.017443119999996,1022.0,1029.3046872773725,982.4749576439667,-269.5046872773725," "," "," "," "," ",-0.22849472390360528
" ",53.04370368,1087.0,1028.6245160426934,981.8158789432365,-203.82451604269335," "," "," "," "," ",1.7705806864235436
" ",53.069964250000005,995.0,1027.974441863355,981.1680948727212,-295.17444186335496," "," "," "," "," ",-1.0453600702137198
" ",53.09622481,1076.0,1027.3544348459332,980.5315906286346,-213.55443484593314," "," "," "," "," ",1.4829862241056784
" ",53.12248538,1051.0,1026.7646271232088,979.9063490661366,-237.9646271232088," "," "," "," "," ",0.7475639499515004
" ",53.14874594,1138.0,1026.2051519687043,979.2923526425833,-150.40515196870427," "," "," "," "," ",3.31398587925863
" ",53.17500651,1057.0,1025.676253228232,978.6895815171467,-230.8762532282321," "," "," "," "," ",0.9634656071545773
" ",53.20126707,1097.0,1025.1781624079763,978.0980154258745,-190.37816240797628," "," "," "," "," ",2.1684689253559064
" ",53.22752764,1060.0,1024.711262266203,977.5176318501403,-226.91126226620298," "," "," "," "," ",1.0838849698538358
" ",53.2537882,1078.0,1024.275875752157,976.9484078237492,-208.47587575215692," "," "," "," "," ",1.6362888409173315
" ",53.28004877,1000.0,1023.8725004576836,976.3903181699561,-286.0725004576836," "," "," "," "," ",-0.7549147393881189
" ",53.306309330000005,1025.0,1023.5016606289706,975.8433372408896,-260.7016606289706," "," "," "," "," ",0.0468002595054887
" ",53.332569899999996,1000.0,1023.1639691427572,975.3074372228457,-285.3639691427572," "," "," "," "," ",-0.7325090121831235
" ",53.35883046,1075.0,1022.8600553708259,974.7825898083267,-210.06005537082586," "," "," "," "," ",1.5902533842764193
" ",53.385091030000005,1040.0,1022.5907620242655,974.2687645692935,-244.79076202426546," "," "," "," "," ",0.5398375528162234
" ",53.41135159,1091.0,1022.3568803954125,973.7659305621358,-193.55688039541252," "," "," "," "," ",2.078187072616515
" ",53.43761216,989.0,1022.1593806766209,973.2740547685421,-295.3593806766209," "," "," "," "," ",-1.054406974880444
" ",53.46387272,1023.0,1021.999329118032,972.7931036337717,-261.19932911803204," "," "," "," "," ",0.03128624545931977
" ",53.49013329,1053.0,1021.8779334092255,972.3230415747244,-231.07793340922552," "," "," "," "," ",0.9590787055421874
" ",53.51639385000001,1026.0,1021.7964265937401,971.8638324519336,-257.99642659374007," "," "," "," "," ",0.13123357267554372
" ",53.54265442,1031.0,1021.7563493174507,971.4154381444218,-252.9563493174507," "," "," "," "," ",0.2878817861936434
" ",53.56891498,1055.0,1021.7592187992032,970.9778199558114,-228.95921879920314," "," "," "," "," ",1.0233989939644537
" ",53.59517555,1051.0,1021.8068114015537,970.5509372555448,-233.00681140155365," "," "," "," "," ",0.9004926596872384
" ",53.621436110000005,1035.0,1021.9010943456478,970.1347488195561,-249.10109434564782," "," "," "," "," ",0.40715974871457833
" ",53.647696679999996,1077.0,1022.0442573223007,969.7292115373747,-207.2442573223007," "," "," "," "," ",1.6745774237195963
" ",53.67395724,1111.0,1022.2385749630548,969.3342816878494,-173.4385749630548," "," "," "," "," ",2.66297587327226
" ",53.700217810000005,1053.0,1022.4867320123384,968.9499137116153,-231.68673201233838," "," "," "," "," ",0.9403175550091295
" ",53.72647837,1049.0,1022.7916518297759,968.5760614224025,-235.9916518297759," "," "," "," "," ",0.8091926175561929
" ",53.75273894,1079.0,1023.1564160027601,968.2126768443095,-206.3564160027601," "," "," "," "," ",1.7000534123852047
" ",53.7789995,1077.0,1023.5846041436197,967.859711359244,-208.78460414361967," "," "," "," "," ",1.6276409274410064
" ",53.80526007,1105.0,1024.0801569260793,967.5171146084459,-181.28015692607931," "," "," "," "," ",2.434298864430489
" ",53.83152063000001,1097.0,1024.647176066353,967.1848355766248,-189.84717606635303," "," "," "," "," ",2.1845006424520212
" ",53.8577812,1081.0,1025.2904901774946,966.862821557128,-206.49049017749456," "," "," "," "," ",1.6944021588809484
" ",53.88404176,1062.0,1026.015242802136,966.5510191733889,-226.21524280213606," "," "," "," "," ",1.1042218196337128
" ",53.91030233000001,1070.0,1026.8270034228944,966.2493734071057,-219.02700342289444," "," "," "," "," ",1.3198370356550628
" ",53.93656289,1081.0,1027.7320528706086,965.9578285576326,-208.93205287060863," "," "," "," "," ",1.6201421427466043
" ",53.96282346,1098.0,1028.737143056712,965.6763273325171,-192.93714305671205," "," "," "," "," ",2.090254812051501
" ",53.98908402,1084.0,1029.8497952450807,965.4048117454903,-208.0497952450807," "," "," "," "," ",1.6446953537583362
" ",54.015344590000005,1076.0,1031.0777310063168,965.1432222686744,-217.27773100631674," "," "," "," "," ",1.3694795375942395
" ",54.041605149999995,1074.0,1032.4297276650314,964.8914986698647,-220.62972766503134," "," "," "," "," ",1.2684715522926078
" ",54.06786572,1087.0,1033.9147546248369,964.6495792256992,-209.11475462483685," "," "," "," "," ",1.6101230143815195
" ",54.09412628,1070.0,1035.542570095332,964.4174014989377,-227.74257009533193," "," "," "," "," ",1.0533943841597064
" ",54.12038685,1008.0,1037.3231517042366,964.1949016118522,-291.52315170423657," "," "," "," "," ",-0.9235924572980965
" ",54.14664740999999,1048.0,1039.2669253317117,963.9820149642593,-253.4669253317117," "," "," "," "," ",0.2697655783513347
" ",54.17290798,1054.0,1041.3834573236913,963.7786755663498,-249.58345732369133," "," "," "," "," ",0.3886154456508715
" ",54.19916854,1115.0,1043.6824369293477,963.5848166982483,-190.88243692934765," "," "," "," "," ",2.1357925016462915
" ",54.22542910999999,1048.0,1046.1717361737278,963.4003703014928,-260.3717361737278," "," "," "," "," ",0.0564752583948544
" ",54.25168967,1086.0,1048.8575433680921,963.22526758091,-225.05754336809213," "," "," "," "," ",1.1270825184042423
" ",54.27795024,1083.0,1051.7426388096592,963.0594384539236,-230.94263880965917," "," "," "," "," ",0.9498129518914015
" ",54.3042108,1038.0,1054.825647321861,962.9028120955738,-279.02564732186096," "," "," "," "," ",-0.5222435801774136
" ",54.33047137,1062.0,1058.0978686820156,962.7553164448029,-258.2978686820156," "," "," "," "," ",0.11974010330824797
" ",54.356731929999995,1039.0,1061.5436124076423,962.616878693463,-284.7436124076423," "," "," "," "," ",-0.6993840669430483
" ",54.3829925,1074.0,1065.1364685054855,962.4874248487164,-253.33646850548547," "," "," "," "," ",0.27046100307078313
" ",54.40925306,1062.0,1068.8385718132745,962.3668801668941,-269.0385718132745," "," "," "," "," ",-0.20984719084885248
" ",54.435513629999996,1076.0,1072.598998572655,962.2551687711162,-258.7989985726551," "," "," "," "," ",0.10368135818635037
" ",54.46177419,1160.0,1076.3540491773065,962.1522140308997,-178.55404917730647," "," "," "," "," ",2.4559296608451957
" ",54.48803476,1070.0,1080.0271341435287,962.0579382340796,-272.22713414352864," "," "," "," "," ",-0.3065384396117771
" ",54.51429532,1069.0,1083.5343965410207,961.972262913077,-276.73439654102066," "," "," "," "," ",-0.4445372496551342
" ",54.54055588999999,1120.0,1086.7874573317404,961.8951085701864,-228.98745733174036," "," "," "," "," ",0.9924145314657419
" ",54.56681645,1123.0,1089.7021915298033,961.8263949514443,-228.90219152980325," "," "," "," "," ",0.9936324697192729
" ",54.59307702,1054.0,1092.204946827214,961.7660408243079,-300.4049468272139," "," "," "," "," ",-1.1767908862390126
" ",54.61933758,1132.0,1094.2395374063494,961.7139642000988,-224.43953740634942," "," "," "," "," ",1.1223132457273135
" ",54.64559815,1103.0,1095.7725892145127,961.6700821630828,-254.97258921451265," "," "," "," "," ",0.21761808325730542
" ",54.671858709999995,1073.0,1096.7961488328563,961.6343110424621,-285.99614883285625," "," "," "," "," ",-0.7264518125557313
" ",54.69811928,1124.0,1097.3264262698121,961.6065662918608,-235.52642626981213," "," "," "," "," ",0.7956060075503499
" ",54.724379840000005,1165.0,1097.4026961320783,961.5867626118711,-194.60269613207828," "," "," "," "," ",1.9804615534868328
" ",54.750640409999995,1244.0,1097.0828318956064,961.5748138789077,-115.28283189560642," "," "," "," "," ",4.165454169832502
" ",54.77690097,1171.0,1096.4381297201746,961.5706332193351,-187.63812972017462," "," "," "," "," ",2.1789052684153534
" ",54.80316154,1129.0,1095.5501986873994,961.5741329866421,-228.7501986873994," "," "," "," "," ",0.9955121721088744
" ",54.8294221,1100.0,1094.5038259427733,961.5852247881908,-256.70382594277334," "," "," "," "," ",0.1657158825208885
" ",54.85568266999999,1103.0,1093.3838184570557,961.6038195096551,-252.58381845705566," "," "," "," "," ",0.2895442168351467
" ",54.88194323,1063.0,1092.2706086986118,961.6298272954419,-291.4706086986118," "," "," "," "," ",-0.8977700615648826
" ",54.9082038,1147.0,1091.2376729749494,961.6631576193148,-206.4376729749494," "," "," "," "," ",1.646490335335296
" ",54.93446436,1123.0,1090.3485033737015,961.703719219564,-229.54850337370152," "," "," "," "," ",0.9743460222572347
" ",54.96072493,1081.0,1089.6575598399431,961.7514202147069,-270.8575598399431," "," "," "," "," ",-0.26331928121748666
" ",54.986985489999995,1141.0,1089.2080348045588,961.8061679945118,-210.40803480455878," "," "," "," "," ",1.5332732598243062
" ",55.01324606,1132.0,1089.034325462725,961.8678693796563,-219.23432546272505," "," "," "," "," ",1.2770221107646278
" ",55.039506620000004,1122.0,1089.1624588550521,961.9364304697127,-229.36245885505213," "," "," "," "," ",0.9803343209741414
" ",55.065767189999995,1218.0,1089.6127261707948,962.0117568456259,-133.81272617079475," "," "," "," "," ",3.678733521148962
" ",55.09202775,1122.0,1090.4002158983917,962.0937533757956,-230.6002158983917," "," "," "," "," ",0.9433822329582595
" ",55.118288320000005,1146.0,1091.5377608771419,962.1823244602168,-207.73776087714185," "," "," "," "," ",1.608804160660233
" ",55.14454888,1168.0,1093.0358995977415,962.2773737958025,-187.23589959774148," "," "," "," "," ",2.193471076199449
" ",55.17080945,1094.0,1094.904518223998,962.3788046610324,-263.1045182239979," "," "," "," "," ",-0.02734693497217067
" ",55.19707001,1089.0,1097.1537103766495,962.486519641654,-270.35371037664953," "," "," "," "," ",-0.24708213262574372
" ",55.22333058,1166.0,1099.7953032751411,962.600420954668,-195.9953032751411," "," "," "," "," ",1.9388290901913532
" ",55.24959114,1139.0,1102.8424776415475,962.720410135588,-226.04247764154746," "," "," "," "," ",1.0713633908430353
" ",55.27585171,1186.0,1106.310846490459,962.8463884005552,-182.51084649045896," "," "," "," "," ",2.313965425044336
" ",55.302112269999995,1189.0,1110.2195260139233,962.9782562963481,-183.4195260139233," "," "," "," "," ",2.28469202580511
" ",55.32837284,1144.0,1114.5896836995698,963.1159140994158,-232.78968369956982," "," "," "," "," ",0.8695342312204185
" ",55.354633400000004,1192.0,1119.4460251751043,963.2592614298374,-189.64602517510428," "," "," "," "," ",2.1014694570942027
" ",55.380893969999995,1160.0,1124.8180735469612,963.4081976860577,-227.01807354696115," "," "," "," "," ",1.0329769206024784
" ",55.40715453,1203.0,1130.7387202928285,963.5626216239971,-189.93872029282846," "," "," "," "," ",2.0834008626721645
" ",55.433415100000005,1235.0,1137.245621499113,963.722431826262,-164.44562149911297," "," "," "," "," ",2.781651622116478
" ",55.45967566,1246.0,1144.3818773432636,963.8875262476271,-160.58187734326356," "," "," "," "," ",2.8788043380245725
" ",55.48593623,1222.0,1152.194293429422,964.0578027174796,-192.39429342942202," "," "," "," "," ",1.996895412472887
" ",55.51219679,1205.0,1160.7344795858908,964.2331584528973,-217.93447958589076," "," "," "," "," ",1.275181636393548
" ",55.53845736,1208.0,1170.061044150032,964.413490593084,-224.2610441500321," "," "," "," "," ",1.0915708058508165
" ",55.56471792,1270.0,1180.2364075616536,964.5986956812742,-172.43640756165354," "," "," "," "," ",2.518827169165291
" ",55.59097849,1311.0,1191.3286926532746,964.7886702299002,-142.52869265327462," "," "," "," "," ",3.3051310901346485
" ",55.617239049999995,1265.0,1203.4112774453956,964.9833101725803,-200.61127744539561," "," "," "," "," ",1.731633342120668
" ",55.64349962,1259.0,1216.559278885932,965.182511458737,-219.7592788859319," "," "," "," "," ",1.1961066070822197
" ",55.669760180000004,1249.0,1230.8491297848807,965.3861694769287,-244.04912978488068," "," "," "," "," ",0.5135896148590597
" ",55.696020749999995,1292.0,1246.359875523236,965.5941796776443,-216.55987552323603," "," "," "," "," ",1.26974221122844
" ",55.72228131,1296.0,1263.165074900297,965.8064369692389,-229.36507490029697," "," "," "," "," ",0.9120812527695281
" ",55.748541880000005,1313.0,1281.3311333907998,966.0228363676226,-230.53113339079977," "," "," "," "," ",0.8739773067189546
" ",55.77480244,1343.0,1300.9119215990063,966.2432723660601,-220.11192159900628," "," "," "," "," ",1.1484738108453871
" ",55.80106301,1399.0,1321.9370930213095,966.4676396104818,-185.13709302130945," "," "," "," "," ",2.0603288086596883
" ",55.82732357,1376.0,1344.403447744494,966.6958322444109,-230.60344774449408," "," "," "," "," ",0.8517859629309182
" ",55.85358414,1356.0,1368.2693501663084,966.9277446085977,-274.4693501663084," "," "," "," "," ",-0.3331898169493
" ",55.87984470000001,1390.0,1393.436075596776,967.1632705623601,-265.6360755967759," "," "," "," "," ",-0.09216272502058691
" ",55.90610527,1383.0,1419.7339301997204,967.4023042062405,-298.93393019972035," "," "," "," "," ",-0.987771078245589
" ",55.93236583,1459.0,1446.914719311994,967.6447391810441,-250.11471931199407," "," "," "," "," ",0.31639461998710217
" ",55.9586264,1394.0,1474.6357888341965,967.8904694122114,-342.83578883419653," "," "," "," "," ",-2.1597150600557904
" ",55.984886960000004,1460.0,1502.455177940129,968.1393883878401,-304.655177940129," "," "," "," "," ",-1.1111027987354138
" ",56.011147529999995,1480.0,1529.8453726360608,968.3913899234764,-312.0453726360608," "," "," "," "," ",-1.2956687694943028
" ",56.03740809,1417.0,1556.1981444052205,968.6463674203976,-401.39814440522053," "," "," "," "," ",-3.6978434910769886
" ",56.063668660000005,1441.0,1580.8475024911454,968.9042146495191,-402.0475024911454," "," "," "," "," ",-3.684026300680644
" ",56.08992922,1521.0,1603.1079033385913,969.1648249912259,-344.3079033385913," "," "," "," "," ",-2.1053308548356746
" ",56.11618979,1432.0,1622.310656530895,969.4280922370921,-452.5106565308949," "," "," "," "," ",-5.029115349419512
" ",56.14245035,1496.0,1637.845101309766,969.6939098125446,-404.04510130976604," "," "," "," "," ",-3.6673178087345377
" ",56.16871092,1413.0,1649.198761704969,969.9621715950872,-498.398761704969," "," "," "," "," ",-6.283571171339599
" ",56.19497148000001,1524.0,1655.9984322172902,970.2327711210899,-394.1984322172902," "," "," "," "," ",-3.381242233899805
" ",56.22123205,1442.0,1658.0278794964015,970.5056024192071,-478.2278794964015," "," "," "," "," ",-5.688885247382602
" ",56.24749261,1445.0,1655.2497102925931,970.7805592025775,-472.4497102925931," "," "," "," "," ",-5.530972232155444
" ",56.27375318,1462.0,1647.8009465115967,971.0575357161354,-448.00094651159674," "," "," "," "," ",-4.859305807282764
" ",56.300013740000004,1470.0,1635.9855243589582,971.3364259155087,-428.18552435895816," "," "," "," "," ",-4.329238855755365
" ",56.32627431,1432.0,1620.2430942954145,971.6171243269112,-450.4430942954145," "," "," "," "," ",-4.974478319818142
